codigo,titulo,autor,origen,comision,tema,iniciativa,link
190/16,POR MEDIO DE LA CUAL LA NACIÓN SE ASOCÍA Y RINDE HOMENAJE AL MUNICIPIO DE PITALITO EN EL DEPARTAMENTO DEL HUILA CON MOTIVO DE LA CELEBRACIÓN DEL BICENTENARIO DE SU FUNDACIÓN Y SE DICTAN OTRAS DISPOSICIONES.,FLORA PERDOMO ANDRADE|HECTOR JAVIER OSORIO BOTELLO|ALVARO HERNAN PRADA ARTUNDUAGA|JAIME FELIPE LOZADA POLANCO|CARLOS ALBERTO CUENCA CHAUX|ORLANDO ANIBAL GUERRA DE LA ROSA|HARRY GIOVANNY GONZALEZ GARCIA|RODRIGO LARA RESTREPO Y HERNAN FRANCISCO ANDRADE SERRANO|RODRIGO VILLARBA MOSQUERA,CÁMARA DE REPRESENTANTES,CUARTA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/190
161/16,POR MEDIO DEL CUAL SE DECLARA AL MUNICIPIO DE SOLEDAD DISTRITO ESPECIAL CULTURAL DE CONVIVENCIA SOCIAL DE PAZ.,ALVARO ANTONIO ASHTON GIRALDO,SENADO DE LA REPUBLICA,PRIMERA,DISTRITO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/161
160/16,POR MEDIO DE LA CUAL SE ADOPTAN MEDIDAS PARA GARANTIZAR LA CONTINUIDAD EN EL ACCESO A LA PRESTACIÓN DEL SERVICIO DE SALUD COMO EXPRESIÓN DEL DERECHO FUNDAMENTAL Y SE DICTAN DISPOSICIONES DE EFICIENCIA.,ALVARO URIBE VELEZ|ANTONIO JOSE CORREA JIMENEZ|HONORIO MIGUEL ENRRIQUEZ PINEDO,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/160
162/16,POR MEDIO DEL CUAL SE ESTABLECEN MEDIDAS EN CONTRA DE LA PESCA ILEGAL Y LA ILICITA ACTIVIDAD DE PESCA EN EL TERRITORIO MARITIMO COLOMBIANO.,AURELIO IRAGORRI VALENCIA,CÁMARA DE REPRESENTANTES,QUINTA,AMBIENTAL,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/162
163/16,"POR MEDIO DE LA CUAL SE ADOPTA UNA REFORMA TRIBUTARIA ESTRUCTURAL SE FORTALECEN LOS MECANISMOS PARA LA LUCHA CONTRA LA EVASIÓN Y LA ELUSIÓN FISCAL Y SE DICTAN OTRAS DISPOSICIONES. ""MENSAJE DE URGENCIA CONJUNTAS""",MAURICIO CARDENAS SANTAMARIA,CÁMARA DE REPRESENTANTES,TERCERA,JURIDICO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/163
164/16,POR LA CUAL SE DICTAN MEDIDAS DE PROTECCIÓN ESPECIAL CONTRA EL SUFRIMIENTO Y DOLOR ANIMAL DURANTE EL TRANSCURSO DE LOS ESPECTACULOS TAURINOS Y DE ACTIVIDADES RELACIONADAS CON LOS MISMOS.,CARLOS FERNANDO GALAN PACHON,SENADO DE LA REPUBLICA,PRIMERA,ANIMALES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/164
165/16,POR LA CUAL SE DICTAN NORMAS DE FOMENTO A LA CIENCIA TECNOLOGIA E INNOVACIÓN MEDIANTE LA CREACIÓN DE EMPRESAS DE BASES TECNOLOGICA (SPIN OFFS) Y SE DICTAN OTRAS DISPOSICIONES.,IVAN DARIO AGUDELO ZAPATA,CÁMARA DE REPRESENTANTES,SEXTA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/165
166/16,POR MEDIO DE LA CUAL SE RECONOCE Y REGLAMENTA EL EJERCICIO DE LA PROFESIÓN DE ENTRENADOR (A) DEPORTIVO (A) Y SE DICTAN OTRAS DISPOSICIONES.,OSCAR HERNAN SANCHEZ LEON,CÁMARA DE REPRESENTANTES,SEPTIMA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/166
167/16,POR LA CUAL SE MODIFICAN ALGUNAS DISPOSICIONES DEL CODIGO DE TRANSITO.,CARLOS GERMAN NAVAS|MARIA ROBLEDO GOMEZ|VICTOR JAVIER CORREA VELEZ|ALFREDO APE CUELLO BAUTE,CÁMARA DE REPRESENTANTES,SEXTA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/167
168/16,POR MEDIO DE LA CUAL SE CREA UNA INSTANCIA QUE COORDINE Y PROMUEVA PROGRAMAS Y ACTIVIDADES QUE SE DESARROLLEN EN LAS ZONAS DEL PAISAJE CULTURAL CAFETERO COLOMBIANO (PCCC) Y SE FORTALEZCAN LAS ESTRATEGIAS Y CRITERIOS QUE LA UNESCO DEFINIÓ PARA INSCRIBIRLO EN LA LISTA DE PATRIMONIO MUNDIAL.,MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA,SENADO DE LA REPUBLICA,SEXTA,AMBIENTAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/168
169/16,POR MEDIO DE LA CUAL SE ESTABLECEN DISPOSICIONES PARA CONTROLAR LA EXPLOTACIÓN ILICITA EN YACIMIENTOS MINEROS Y SE DICTAN OTRAS DISPOSICIONES.,JORGE EDUARDO LONDOÑO ULLOA|LUIS CARLOS VILLEGAS ECHEVERRI|GERMAN ARCE ZAPATA|SOSTENIBLE LUIS GILBERTO MURILLO URRUTIA,SENADO DE LA REPUBLICA,PRIMERA,AMBIENTAL,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/169
170/16,POR LA CUAL SE ESTABLECEN NORMAS SOBRE SERVICIO EXTERIOR Y SE DICTAN OTRAS DISPOSICIONES.,H S OSCAR MAURICIO LIZANO|H S JIMMY CHAMORRO CRUZ|H S LUIS FERNANDO VELASCO CHAVES|H S JAIME DURAN BARRERA|H S JOSE DAVID NAME CARDOZO,SENADO DE LA REPUBLICA,SEGUNDA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/170
171/16,PROYECTO DE LEY POR MEDIO DEL CUAL SE MODIFICA Y ADICIONA LA LEY 1708 DE 2014 – CÓDIGO DE EXTINCIÓN DE DOMINIO- Y SE DICTAN OTRAS DISPOSICIONES.,FISCAL GENERAL DE LA NACIÓN MARÍA PAULINA RIVEROS DUEÑAS|JORGE EDUARDO LONDOÑO ULLOA,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/171
172/16,POR MEDIO DE LA CUAL SE ESTABLECEN MECANISMOS PARA MEJORAR LAS CONDICIONES DEL SISTEMA CARCELARIO Y PENITENCIARIO DE COLOMBIA.,NIDIA MARCELA OSORIO SALGADO,SENADO DE LA REPUBLICA,PRIMERA,JUDICIAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/172
173/16,POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY 668 DE 2001.,MANUEL ENRIQUEZ ROSERO PRESIDENTE COMISIÓN DE ÉTICA|LEON RIGOBERTO BARÓN NEIRA VICEPRESIDENTE COMISIÓN DE ÉTICA|HERNÁN FRANCISCO ANDRADE SERRANO|ANGEL CUSTODIO CABRERA BAEZ|ORLANDO CASTAÑEDA SERRANO|ANDRÉS CRISTO BUSTOS|MARIO FERNANDEZ ALCOCER|TERESITA GARCÍA ROMERO|ANTONIO NAVARRO WOLFF|JORGE HERNANDO PEDRAZA GUTIÉRREZ|JUAN CARLOS RESTREPO ESCOBAR,SENADO DE LA REPUBLICA,SEGUNDA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/173
174/16,POR MEDIO DE LA CUAL SE CREA EL PROGRAMA DE TAMIZAJE NEONATAL EN COLOMBIA.,EDWARD DAVID RODRIGUEZ RODRIGUEZ|CARLOS ALBERTO CUERO VALENCIA|HUGO HERNAN GONZALEZ MEDINA|PIERRE EUGENIO GARCIA JACQUIER|ALVARO HERNAN PRADA ARTUNDUAGA|TATIANA CABELLO FLOREZ|ESPERANZA PINZON DE JIMENEZ|CIRO ALEJANDRO RAMIREZ|ALFREDO RAMOS MAYA,CÁMARA DE REPRESENTANTES,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/174
175/16,POR MEDIO DEL CUAL SE MODIFICA EL RÉGIMEN DEL SEGURO OBLIGATORIO DE DAÑOS CORPORALES CAUSADOS A LAS PERSONAS EN ACCIDENTES DE TRÁNSITO SOAT Y SE DICTAN OTRAS DISPOSICIONES.,JAIME AMÍN HERNÁNDEZ,SENADO DE LA REPUBLICA,SEXTA,TRANSPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/175
176/16,POR MEDIO DE LA CUAL SE DECLARA PATRIMONIO PEDAGÓGICO DE LA NACIÓN AL INSTITUTO PEDAGÓGICO NACIONAL (IPN) ESCUELA LABORATORIO Y CENTRO DE PRÁCTICA DE LA UNIVERSIDAD PEDAGÓGICA NACIONAL EN EL DISTRITO CAPITAL DE BOGOTÁ Y SE DICTAN OTRAS DISPOSICIONES.,JUAN MANUEL GALÁN|CARLOS FERNANDO GALÁN,SENADO DE LA REPUBLICA,SEGUNDA,PATRIMONIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/176
177/16,POR MEDIO DE LA CUAL SE MODIFICAN LOS ARTICULOS 160 161 Y 179 DEL CODIGO SUSTANTIVO DEL TRABAJO Y SE DICTAN OTRAS DISPOSICIONES.,OSCAR HURTADO PEREZ|HARRY GIOVANNY GONZALEZ|JOHN JAIRO ROLDAN AVENDAÑO|GERMAN CARLOSAMA LOPEZ,CÁMARA DE REPRESENTANTES,SEPTIMA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/177
178/16,POR MEDIO DE LA CUAL LA NACIÓN RINDE HONORES Y SE VINCULA CON EL MUNICIPIO DE CHAPARRAL (TOLIMA) A LA CELEBRACIÓN DEL BICENTENARIO DEL NATALICIO DEL INSIGNE IDEOLOGO LIBERAL ESTADISTA PERIODISTA ESCRITOR COLOMBIANO DOS VECES PRESIDENTE DE LOS ESTADOS UNIDOS DE COLOMBIA A NOMBRE DEL PARTIDO LIBERAL SEÑOR MANUEL MURILLO TORO Y SE AUTORIZA LA REALIZACION DE OBRAS DE INFRAESTRUCTURA FISICA Y TECNOLOGICA EN SU NOMBRE.,ANGELA MARIA GAITAN PULIDO|GUILLERMO SANTOS MARIN,CÁMARA DE REPRESENTANTES,CUARTA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/178
179/16,POR MEDIO DE LA CUAL SE APRUEBA EL ‘PRIMER PROTOCOLO MODIFICATORIO DEL PROTOCOLO ADICIONAL AL ACUERDO MARCO DE LA ALIANZA DEL PACÍFICO’ FIRMADO EN PARACAS ICA REPÚBLICA DEL PERÚ EL 03 DE JULIO DE 2015 Y EL ‘SEGUNDO PROTOCOLO MODIFICATORIO DEL PROTOCOLO ADICIONAL AL ACUERDO MARCO DE LA ALIANZA DEL PACÍFICO’ FIRMADO EN PUERTO VARAS REPÚBLICA DE CHILE EL 01 DE JULIO DE 2016”.,MARÍA ÁNGELA HOLGUÍN CUÉLLAR| MINISTRA DE COMERCIO|INDUSTRIA Y TURISMO MARÍA CLAUDIA LACOUTURE PINEDO,SENADO DE LA REPUBLICA,SEGUNDA,ACUERDO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/179
180/16,POR MEDIO DE LA CUAL SE APRUEBA EL TRATADO ENTRE LA REPÚBLICA DE COLOMBIA Y LA REPÚBLICA DEL PERÚ SOBRE COOPERACIÓN JUDICIAL EN MATERIA CIVIL COMERCIAL Y ADMINISTRATIVA SUSCRITO EN BOGOTÁ COLOMBIA EL 28 DE MARZO DE 2007.,MARÍA ÁNGELA HOLGUÍN CUÉLLAR|JORGE EDUARDO LONDOÑO ULLOA,SENADO DE LA REPUBLICA,SEGUNDA,ACUERDO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/180
181/16,POR MEDIO DE LA CUAL SE APRUEBA LA CONVENCIÓN INTERAMERICANA PARA EL CUMPLIMIENTO DE CONDENAS PENALES EN EL EXTRANJERO HECHA EN LA CIUDAD DE MANAGUA NICARAGUA EL 9 DE JULIO DE 1993.,MARIA ANGELA HOLGUÍN CUELLAR|JORGE EDUARDO LONDOÑO ULLOA,SENADO DE LA REPUBLICA,SEGUNDA,JUDICIAL,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/181
182/16,POR MEDIO DE LA CUAL LA NACIÓN SE VINCULA A LA CELEBRACIÓN DEL BICENTENARIO DE LA CAMPAÑA LIBERTADORA DE 1819 Y SE DICTAN OTRAS DISPOSICIONES.,JORGE HERNANDO PEDRAZA|SENEN SEGUNDO NIÑO AVENDAÑO|LEON RIGOBERTO BARON NEIRA|JAIRO ENRIQUE CASTIBLANCO PARRA|HUMPREY ROA SARMIENTO|CRISTOBAL RODRIGUEZ HERNANDEZ|CIRO ALEJANDRO RAMIREZ|SANLILIANA ORTIZ NOVA|JHON EDUARDO MOLINA FIGUEROA,SENADO DE LA REPUBLICA,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/182
183/16,POR MEDIO DE LA CUAL SE ADOPTAN MEDIDAS PARA ASEGURAR LA DISPONIBILIDAD ENERGÉTICA DEL PAIS.,JOSÉ DAVID NAME CARDOZO,SENADO DE LA REPUBLICA,QUINTA,AMBIENTAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/183
184/16,POR LA CUAL SE DICTAN NORMAS PARA LA PROTECCIÓN DE INFANTES Y MENORES DE BRAZOS EN COLOMBIA Y SE EXIGE LA INSTALACIÓN DE BAÑOS FAMILIARES ASISTIDOS EN ESTABLECIMIENTOS ABIERTOS AL PÚBLICO.,SUSANA CORREA BORRERO,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/184
185/16,POR MEDIO DEL CUAL SE MODIFICA LA LEY 12 DE 1984 Y SE DICTAN OTRAS DISPOSICIONES.,EFRAÍN CEPEDA SARABIA,SENADO DE LA REPUBLICA,SEGUNDA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/185
186/16,POR MEDIO DE LA CUAL SE REGULA LA POLÍTICA DE GASTO PÚBLICO EN SUBSIDIOS SE EXPIDEN NORMAS ORGÁNICAS PRESUPUESTALES Y DE PROCEDIMIENTO PARA SU APROBACIÓN Y SE DICTAN OTRAS DISPOSICIONES.,MAURICIO CÁRDENAS SANTAMARÍA|SIMÓN GAVIRIA MUÑOZ,SENADO DE LA REPUBLICA,TERCERA,SUBSIDIO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/186
193/16,POR EL CUAL SE DECLARA PATRIMONIO FOLCLÓRICO CULTURAL E INMATERIAL DE LA NACIÓN EL ENCUENTRO NACIONAL DE BANDAS EN EL MUNICIPIO DE SINCELEJO SUCRE Y SE VINCULA A LA CELEBRACIÓN DE LOS 31 AÑOS DEL ENCUENTRO Y SE DICTAN OTRAS DISPOSICIONES.,NICOLAS DANIEL GUERRERO MONTAÑO,CÁMARA DE REPRESENTANTES,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/193
187/16,POR MEDIO DEL CUAL LA NACIÓN SE VINCULA A LA CONMEMORACION Y SE RINDE HOMENAJE PUBLICO AL MUNICIPIO DE PINCHOTE DEPARTAMENTO DE SANTADER CON MOTIVO DE LA CELEBRACIÓN DE LOS 235 AÑOS DE SU FUNDACIÓN.,MARIA EUGENIA TRIANA VARGAS,CÁMARA DE REPRESENTANTES,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/187
188/16,POR LA CUAL SE ESTABLECEN MECANISMOS Y CONDICIONES TÉCNICAS PARA LOGRAR UN ADECUADO DESEMPEÑO DE LOS ACTORES QUE SE INVOLUCRAN EN LA CADENA DE GENERACIÓN DE ACEITES DE FRITURA USADOS CON EL FIN DE PREVENIR LA CONTAMINACIÓN AMBIENTAL E HÍDRICA Y RIESGOS PARA LA SALUD HUMANA EN DESARROLLO ENTRE OTROS DEL ARTÍCULO 13 DE LA CARTA,JULIO MIGUEL GUERRA SOTTO,SENADO DE LA REPUBLICA,QUINTA,AMBIENTAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/188
189/16,POR LA CUAL SE REGLAMENTA EL SERVICIO DE RECLUTAMIENTO CONTROL DE RESERVAS Y LA MOVILIZACIÓN.,MARIA EUGENIA TRIANA VARGAS|MAURICIO AGUILAR HURTADO,CÁMARA DE REPRESENTANTES,SEGUNDA,MILITAR,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/189
191/16,POR MEDIO DE LA CUAL LA NACIÓN Y EL CONGRESO DE LA REPUBLICA SE VINCULAN A LA CELEBRACIÓN DE LOS 100 AÑOS DE FUNDACIÓN DEL MUNICIPIO DE BELÉN DE LOS ANDAQUIES EN EL DEPARTAMENTO DEL CAQUETÁ Y SE DICTAN OTRAS DISPOSICIONES.,HARRY GIOVANNY GONZALEZ Y FERNANDO URREGO CARVAJAL,CÁMARA DE REPRESENTANTES,CUARTA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/190
192/16,POR  MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CELEBRACIÓN DE LOS CIENTO CINCUENTA AÑOS (150) DE LA FUNDACIÓN DEL MUNICIPIO DE CASABIANCA TOLIMA SE RINDE HOMENAJE A SUS HABITANTES Y SE DICTAN OTRAS DISPOSICIONES.,MIGUEL ANGEL BARRETO CASTILLO,CÁMARA DE REPRESENTANTES,CUARTA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/191
194/16,POR MEDIO DE LA CUAL SE DECLARA EL 25 DE OCTUBRE COMO EL DIA NACIONAL DE LAS PERSONAS DE TALLA BAJA.,JAIR ARANGO TORRES|ARTURO YEPES ALZATE|OSCAR DARIO PEREZ PINEDA,CÁMARA DE REPRESENTANTES,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/192
195/16,POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1361 DE 2009 PARA ADICIONAR Y COMPLEMENTAR LAS MEDIDAS DE PROTECCIÓN DE LA FAMILIA Y SE DICTAN OTRAS DISPOSICIONES.,SILVIO JOSE CARRASQUILLA TORRES,CÁMARA DE REPRESENTANTES,SEPTIMA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/195
196/16,POR LA CUAL SE REGLAMENTA EL EJERCICIO DE LA ALERGOLOGÍA CLÍNICA SUS PROCEDIMIENTOS Y SE DICTAN OTRAS DISPOSICIONES,ANTONIO JOSÉ CORREA JIMÉNEZ,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/196
197/16,POR MEDIO DE LA CUAL SE MODIFICA LA LEY 599 DE 2000 Y SE DICTAN OTRAS DISPOSICIONES. CASTRACIÓN QUIMICA PARA VIOLADORES Y ABUSADORES DE MENORES.,MARITZA MARTINEZ|JUAN MANUEL GALAN,SENADO DE LA REPUBLICA,PRIMERA,JUDICIAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/197
198/16,POR MEDIO DE LA CUAL SE CREA EL SERVICIO PRIVADO DE TRANSPORTE Y SU INTERMEDIACIÓN A TRAVÉS DE PLATAFORMAS TECNOLÓGICAS.,VOCEROS YADEL CEDIEL MUÑOZ Y LIZ KATHERINT CORDERO BEJARANO,SENADO DE LA REPUBLICA,SEXTA,TRANSPORTE,POPULAR,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/198
199/16,POR EL CUAL SE ESTABLECE EL PROCEDIMIENTO DE FAST TRACK JUDICIAL EN FAVOR DE LA NIÑEZ Y ADOLECENCIA.,OSCAR MAURICIO LIZCANO|SANVILLADIEGO|ANDRES GARCIA ZUCCARDI|MARITZA MARTINEZ|OTRAS FIRMAS,SENADO DE LA REPUBLICA,PRIMERA,JUDICIAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/199
200/16,POR MEDIO DE LA CUAL SE MODIFICA EL ARTICULO 208 DEL CODIGO PENAL - LEY 599 DE 2000 Y SE DICTAN OTRAS DISPOSICIONES PARA LA PROTECCIÓN DE LAS VICTIMAS DE DELITOS SEXUALES EN COLOMBIA EN ESPECIAL DE MENORES DE 14 AÑOS.,RODRIGO VILLALBA MOSQUERA,SENADO DE LA REPUBLICA,PRIMERA,JUDICIAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/200
201/16,MEDIANTE EL CUAL SE OPTIMIZA EL TRÁMITE  ADMINISTRATIVO Y JUDICIAL DE LA ACCIÓN DE RESTITUCIÓN DE TIERRAS Y SE ADOPTAN OTRAS DISPOSICIONES.,ANTONIO GUERRA DE LA ESPRIELLA,SENADO DE LA REPUBLICA,PRIMERA,JUDICIAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/201
202/16,POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA EXALTACIÓN DE LA OBRA ARTISTICA DE LA MAESTRA CECILIA VARGAS MUÑOZ POR SUS APORTES A LA CULTURA COLOMBIANA.,RODRIGO VILLALBA MOSQUERA|FLORA PERDOMO ANDRADE,SENADO DE LA REPUBLICA,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/202
203/16,POR EL CUAL SE CREA LA GERENCIA ESTRATÉGICA DE LA CUENCA HIDROGRÁFICA DEL RÍO BOGOTÁ – GECH Y EL FONDO COMÚN DE COFINANCIAMIENTO – FOCOF PARA LA GESTIÓN INTEGRAL DEL RECURSO HÍDRICO EN LA CUENCA HIDROGRÁFICA DEL RÍO BOGOTÁ Y SE DICTAN OTRAS DISPOSICIONES.,LUIS GILBERTO MURILLO URRUTIA,SENADO DE LA REPUBLICA,QUINTA,AMBIENTAL,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/203
204/16,POR MEDIO DE LA CUAL SE ADOPTAN MEDIDAS EN RELACIÓN CON LOS DEUDORES DE LOS PROGRAMAS PRAN Y FONSA.,HERNAN PENAGOS GIRALDO| ELOY CHICHI QUINTERO ROMERO,CÁMARA DE REPRESENTANTES,TERCERA,ECONOMIA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/204
205/16,POR LA CUAL SE DECLARA PATRIMONIO HISTÓRICO CULTURAL Y TURÍSTICO DE LA NACIÓN A LOS MUNICIPIOS DEL CORREDOR BANANERO DEL DEPARTAMENTO DEL MAGDALENA Y SE DICTAN OTRAS DISPOSICIONES,JAIME ENRIQUE SERRANO PEREZ,CÁMARA DE REPRESENTANTES,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/205
206/16,POR MEDIO DEL CUAL SE MODIFICA EL NÚMERO DE SEMANAS A COTIZAR PARA ACCEDER A LA PENSIÓN POR PARTE DE LAS MUJERES,DIDIER BURGOS RAMÍREZ|EDGAR ALFONSO GÓMEZ ROMÁN|OSCAR DE HURTADO PÉREZ|LUZ ADRIANA MORENO MARMOLEJO|RAFAEL EDUARDO PALAU SALAZAR|MARGARITA MARÍA RESTREPO ARANGO|CRISTÓBAL RODRÍGUEZ HERNÁNDEZ,CÁMARA DE REPRESENTANTES,SEPTIMA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/206
207/16,POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DE LOS CINCUENTA (50) AÑOS DE VIDA POLÍTICO- ADMINISTRATIVA DEL DEPARTAMENTO DEL CESAR RINDE PÚBLICO HOMENAJE A SUS HABITANTES Y SE DICTAN OTRAS DISPOSICIONES.,ELOY CHICHI QUINTERO ROMERO,CÁMARA DE REPRESENTANTES,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/207
208/16,"POR LA CUAL LA NACIÓN DECLARA PATRIMONIO HISTÓRICO Y CULTURAL AL MUNICIPIO DE OROCUÉ DEL DEPARTAMENTO CASANARE EXALTANDO SU CONDICIÓN DE CUNA DE LA OBRA LITERARIA “LA VORÁGINE"".",JORGE CAMILO ABRIL TARACHE,CÁMARA DE REPRESENTANTES,CUARTA,PATRIMONIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/208
